Case_ID,Department,Region,Priority,Channel,Customer_Type,Created_Date,Closed_Date,SLA_Days,Resolution_Hours,Status,SLA_Breach,Agent_ID,Reopen_Flag,Customer_Rating
CASE-100206,Onboarding,South,Medium,Portal,SME,2023-04-23,2023-04-25 04:00:00,15,52,Closed,0.0,AGT-280,0,3.0
CASE-100207,Claims Processing,West,Low,Portal,SME,2024-09-04,2024-09-06 20:00:00,10,68,Closed,0.0,AGT-195,0,5.0
CASE-100208,Customer Support,East,High,Portal,Retail,2024-09-16,,5,14,In Progress,,AGT-137,0,
CASE-100209,Claims Processing,Central,High,Phone,Retail,2023-03-22,2023-03-23 00:00:00,3,24,Closed,0.0,AGT-163,0,3.0
CASE-100210,Customer Support,West,Medium,Chat,SME,2024-11-29,2024-12-02 20:00:00,7,92,Closed,0.0,AGT-227,0,5.0
CASE-100211,Claims Processing,South,Medium,Phone,Retail,2023-04-23,2023-04-26 22:00:00,10,94,Closed,0.0,AGT-295,0,4.0
CASE-100212,Policy Update,Central,Medium,Chat,Retail,2023-01-02,2023-01-02 18:00:00,3,18,Closed,0.0,AGT-131,0,3.0
CASE-100213,Customer Support,South,Medium,Portal,Retail,2024-10-03,2024-10-04 07:00:00,5,31,Closed,0.0,AGT-181,0,4.0
CASE-100214,Customer Support,Central,High,Phone,Retail,2023-08-08,2023-08-08 11:00:00,3,11,Closed,0.0,AGT-134,0,4.0
CASE-100215,Billing,South,Critical,Email,Retail,2024-07-19,2024-07-20 17:00:00,7,41,Closed,0.0,AGT-171,0,5.0
CASE-100216,Claims Processing,South,Medium,Phone,SME,2023-08-13,2023-08-14 07:00:00,5,31,Closed,0.0,AGT-264,0,5.0
CASE-100217,Customer Support,South,Low,Portal,Retail,2024-01-20,2024-01-21 05:00:00,3,29,Closed,0.0,AGT-288,0,1.0
CASE-100218,Claims Processing,Central,High,Portal,Corporate,2024-02-07,2024-02-10 14:00:00,10,86,Closed,0.0,AGT-211,0,5.0
CASE-100219,Customer Support,West,High,Portal,Retail,2024-09-29,2024-09-29 17:00:00,5,17,Closed,0.0,AGT-248,0,3.0
CASE-100220,Claims Processing,Central,High,Email,Retail,2023-05-10,2023-05-10 18:00:00,5,18,Closed,0.0,AGT-120,0,5.0
CASE-100221,Customer Support,East,Low,Phone,Retail,2023-02-22,2023-02-23 03:00:00,5,27,Closed,0.0,AGT-276,0,1.0
CASE-100222,Policy Update,South,Low,Chat,SME,2024-11-14,2024-11-15 04:00:00,5,28,Closed,0.0,AGT-268,0,5.0
CASE-100223,Billing,South,High,Phone,Corporate,2024-12-30,,5,13,Pending Customer,,AGT-100,0,
CASE-100224,Billing,Central,Critical,Portal,Retail,2024-11-02,2024-11-03 15:00:00,5,39,Closed,0.0,AGT-218,0,2.0
CASE-100225,Onboarding,West,Low,Phone,Retail,2024-12-10,,5,25,In Progress,,AGT-121,0,
CASE-100226,Policy Update,West,Critical,Portal,Retail,2024-02-20,2024-02-22 05:00:00,7,53,Closed,0.0,AGT-138,0,2.0
CASE-100227,Claims Processing,East,Low,Portal,SME,2023-09-04,2023-09-07 19:00:00,7,91,Closed,0.0,AGT-254,1,2.0
CASE-100228,Policy Update,West,Low,Portal,Retail,2024-03-14,2024-03-15 05:00:00,5,29,Closed,0.0,AGT-118,0,4.0
CASE-100229,Claims Processing,Central,High,Phone,Retail,2023-07-22,2023-07-23 22:00:00,5,46,Closed,0.0,AGT-111,0,2.0
CASE-100230,Customer Support,North,Medium,Portal,Retail,2023-07-03,2023-07-05 09:00:00,10,57,Closed,0.0,AGT-117,1,3.0
CASE-100231,Billing,Central,High,Phone,Corporate,2023-05-03,2023-05-04 08:00:00,3,32,Closed,0.0,AGT-223,0,2.0
CASE-100232,Onboarding,North,Low,Portal,Corporate,2024-02-05,2024-02-05 16:00:00,3,16,Closed,0.0,AGT-128,1,5.0
CASE-100233,Policy Update,South,Low,Phone,SME,2023-10-21,2023-10-22 05:00:00,5,29,Closed,0.0,AGT-256,0,2.0
CASE-100234,Billing,Central,Low,Portal,Retail,2023-10-07,2023-10-09 10:00:00,7,58,Closed,0.0,AGT-276,0,4.0
CASE-100235,Policy Update,North,Medium,Phone,Retail,2024-09-01,,3,4,In Progress,,AGT-122,0,
CASE-100236,Billing,South,Medium,Phone,Retail,2023-07-17,2023-07-19 10:00:00,7,58,Closed,0.0,AGT-282,0,3.0
CASE-100237,Billing,North,Medium,Email,Retail,2024-05-25,2024-05-28 17:00:00,7,89,Closed,0.0,AGT-140,0,3.0
CASE-100238,Billing,West,High,Phone,Retail,2023-05-24,2023-05-28 05:00:00,10,101,Closed,0.0,AGT-246,0,5.0
CASE-100239,Policy Update,South,Medium,Portal,Retail,2024-08-31,2024-08-31 20:00:00,3,20,Closed,0.0,AGT-229,0,4.0
CASE-100240,Claims Processing,South,High,Portal,SME,2023-07-20,2023-07-22 16:00:00,7,64,Closed,0.0,AGT-203,0,3.0
CASE-100241,Onboarding,Central,Low,Email,SME,2023-05-04,,3,20,In Progress,,AGT-260,0,
CASE-100242,Billing,East,Low,Chat,Retail,2023-07-06,2023-07-07 06:00:00,5,30,Closed,0.0,AGT-218,0,3.0
CASE-100243,Policy Update,North,Medium,Phone,Retail,2023-11-22,,5,34,In Progress,,AGT-178,0,
CASE-100244,Claims Processing,East,Low,Chat,Corporate,2024-04-08,,5,9,In Progress,,AGT-278,0,
CASE-100245,Billing,West,Medium,Chat,SME,2023-12-15,2023-12-18 11:00:00,10,83,Closed,0.0,AGT-241,0,3.0
CASE-100246,Claims Processing,Central,Medium,Phone,Retail,2024-10-21,,3,11,In Progress,,AGT-264,0,
CASE-100247,Claims Processing,Central,Low,Phone,Corporate,2024-02-07,2024-02-07 16:00:00,5,16,Closed,0.0,AGT-267,0,4.0
CASE-100248,Customer Support,South,Critical,Email,Retail,2023-12-12,2023-12-13 02:00:00,3,26,Closed,0.0,AGT-221,0,4.0
CASE-100249,Customer Support,West,Low,Email,Retail,2024-05-25,2024-05-26 22:00:00,7,46,Closed,0.0,AGT-267,0,3.0
CASE-100250,Onboarding,Central,Medium,Phone,Corporate,2023-05-27,,3,18,Pending Customer,,AGT-111,0,
CASE-100251,Policy Update,Central,High,Chat,Retail,2023-05-28,2023-06-01 11:00:00,10,107,Closed,0.0,AGT-299,1,5.0
CASE-100252,Claims Processing,Central,Medium,Chat,SME,2024-12-11,2024-12-15 05:00:00,10,101,Closed,0.0,AGT-104,1,5.0
CASE-100253,Claims Processing,South,High,Portal,SME,2024-05-03,2024-05-06 22:00:00,10,94,Closed,0.0,AGT-152,0,5.0
CASE-100254,Policy Update,North,Low,Phone,Retail,2024-10-01,2024-10-01 18:00:00,3,18,Closed,0.0,AGT-144,0,4.0
CASE-100255,Billing,North,Medium,Portal,Corporate,2024-07-04,2024-07-05 14:00:00,7,38,Closed,0.0,AGT-256,0,3.0
CASE-100256,Policy Update,South,High,Email,Retail,2023-12-04,2023-12-05 03:00:00,3,27,Closed,0.0,AGT-118,0,4.0
CASE-100257,Onboarding,East,High,Phone,Corporate,2024-10-02,2024-10-04 13:00:00,10,61,Closed,0.0,AGT-238,0,3.0
CASE-100258,Onboarding,East,Low,Phone,Retail,2024-04-17,2024-04-18 19:00:00,7,43,Closed,0.0,AGT-222,0,1.0
CASE-100259,Onboarding,North,Critical,Email,SME,2023-05-31,2023-06-01 11:00:00,5,35,Closed,0.0,AGT-179,0,5.0
CASE-100260,Policy Update,West,Low,Portal,Retail,2024-02-19,2024-02-21 03:00:00,7,51,Closed,0.0,AGT-297,0,4.0
CASE-100261,Policy Update,South,Low,Portal,Retail,2023-10-25,2023-10-25 21:00:00,3,21,Closed,0.0,AGT-275,0,2.0
CASE-100262,Customer Support,West,Low,Portal,Retail,2024-09-02,,5,6,In Progress,,AGT-182,0,
CASE-100263,Billing,North,Medium,Phone,Retail,2023-09-20,2023-09-21 14:00:00,5,38,Closed,0.0,AGT-100,0,3.0
CASE-100264,Customer Support,West,Medium,Phone,Retail,2023-05-24,2023-05-29 09:00:00,15,129,Closed,0.0,AGT-149,0,4.0
CASE-100265,Onboarding,East,High,Email,SME,2023-12-12,2023-12-16 16:00:00,10,112,Closed,0.0,AGT-207,0,3.0
CASE-100266,Policy Update,East,High,Chat,Retail,2024-09-15,2024-09-17 07:00:00,7,55,Closed,0.0,AGT-296,0,4.0
CASE-100267,Onboarding,North,Low,Phone,Retail,2024-07-25,2024-07-28 00:00:00,10,72,Closed,0.0,AGT-253,0,3.0
CASE-100268,Policy Update,South,Medium,Portal,Retail,2023-01-02,2023-01-04 06:00:00,5,54,Closed,0.0,AGT-269,0,4.0
CASE-100269,Customer Support,South,Medium,Email,SME,2023-10-31,2023-11-03 19:00:00,10,91,Closed,0.0,AGT-167,0,5.0
CASE-100270,Billing,East,High,Chat,Retail,2023-09-11,2023-09-12 05:00:00,5,29,Closed,0.0,AGT-264,0,4.0
CASE-100271,Billing,Central,Low,Email,Retail,2024-10-13,2024-10-13 21:00:00,7,21,Closed,0.0,AGT-199,0,3.0
CASE-100272,Billing,Central,Medium,Chat,Retail,2024-03-28,2024-03-30 07:00:00,7,55,Closed,0.0,AGT-179,0,5.0
CASE-100273,Customer Support,South,Medium,Chat,Retail,2023-02-06,,3,14,Pending Customer,,AGT-258,0,
CASE-100274,Customer Support,North,Medium,Email,Retail,2023-06-09,2023-06-11 11:00:00,5,59,Closed,0.0,AGT-294,0,3.0
CASE-100275,Policy Update,North,Medium,Portal,SME,2023-01-09,2023-01-09 15:00:00,3,15,Closed,0.0,AGT-210,0,4.0
CASE-100276,Onboarding,South,Low,Chat,Corporate,2023-08-21,2023-08-22 14:00:00,15,38,Closed,0.0,AGT-152,0,5.0
CASE-100277,Customer Support,East,Medium,Phone,SME,2023-04-09,2023-04-09 20:00:00,3,20,Closed,0.0,AGT-145,0,4.0
CASE-100278,Onboarding,North,High,Chat,Retail,2024-10-20,,5,7,In Progress,,AGT-241,0,
CASE-100279,Onboarding,South,High,Phone,Corporate,2023-07-27,2023-07-30 07:00:00,7,79,Closed,0.0,AGT-109,1,2.0
CASE-100280,Onboarding,North,Low,Portal,Retail,2023-05-11,2023-05-11 19:00:00,3,19,Closed,0.0,AGT-187,0,4.0
CASE-100281,Onboarding,South,Medium,Email,Retail,2024-02-08,2024-02-09 14:00:00,5,38,Closed,0.0,AGT-145,0,4.0
CASE-100282,Claims Processing,North,Critical,Portal,Retail,2023-06-01,2023-06-04 10:00:00,7,82,Closed,0.0,AGT-267,1,4.0
CASE-100283,Claims Processing,South,Medium,Phone,SME,2023-02-23,2023-02-23 18:00:00,3,18,Closed,0.0,AGT-263,0,3.0
CASE-100284,Claims Processing,West,Low,Portal,SME,2023-04-30,2023-05-03 02:00:00,7,74,Closed,0.0,AGT-179,0,4.0
CASE-100285,Onboarding,South,Low,Phone,Retail,2024-11-03,2024-11-04 00:00:00,5,24,Closed,0.0,AGT-150,0,3.0
CASE-100286,Billing,East,Medium,Email,Retail,2024-09-19,2024-09-20 05:00:00,3,29,Closed,0.0,AGT-254,0,2.0
CASE-100287,Claims Processing,West,Low,Portal,Retail,2024-08-09,2024-08-10 10:00:00,5,34,Closed,0.0,AGT-103,0,2.0
CASE-100288,Billing,South,Critical,Email,Corporate,2024-09-16,2024-09-17 09:00:00,5,33,Closed,0.0,AGT-262,0,5.0
CASE-100289,Claims Processing,South,Medium,Chat,Retail,2024-02-24,2024-02-26 22:00:00,10,70,Closed,0.0,AGT-152,1,3.0
CASE-100290,Claims Processing,West,High,Phone,Retail,2024-02-26,2024-03-02 06:00:00,10,126,Closed,0.0,AGT-105,1,3.0
CASE-100291,Onboarding,North,High,Chat,Retail,2023-04-14,2023-04-16 04:00:00,5,52,Closed,0.0,AGT-296,0,4.0
CASE-100292,Claims Processing,West,Medium,Chat,SME,2023-09-11,2023-09-12 22:00:00,5,46,Closed,0.0,AGT-211,0,5.0
CASE-100293,Policy Update,North,Medium,Portal,Corporate,2023-08-15,2023-08-17 18:00:00,5,66,Closed,0.0,AGT-181,0,3.0
CASE-100294,Billing,North,Low,Chat,Retail,2023-04-22,,5,3,Cancelled,,AGT-212,0,
CASE-100295,Billing,West,Medium,Email,SME,2024-05-24,,5,23,In Progress,,AGT-106,0,
CASE-100296,Policy Update,East,High,Phone,Retail,2024-04-17,2024-04-22 03:00:00,10,123,Closed,0.0,AGT-209,0,5.0
CASE-100297,Onboarding,North,Low,Chat,Retail,2023-04-09,2023-04-10 19:00:00,5,43,Closed,0.0,AGT-254,1,3.0
CASE-100298,Policy Update,South,Low,Phone,SME,2023-06-02,2023-06-03 04:00:00,3,28,Closed,0.0,AGT-106,0,3.0
CASE-100299,Billing,Central,Low,Phone,SME,2023-12-04,2023-12-05 21:00:00,5,45,Closed,0.0,AGT-216,0,4.0
CASE-100300,Policy Update,North,Medium,Chat,Retail,2024-12-06,,3,21,In Progress,,AGT-162,0,
CASE-100301,Claims Processing,Central,Medium,Email,Corporate,2023-06-12,2023-06-14 13:00:00,7,61,Closed,0.0,AGT-242,1,3.0
CASE-100302,Customer Support,West,Low,Portal,Corporate,2024-12-20,2024-12-21 22:00:00,5,46,Closed,0.0,AGT-132,0,2.0
CASE-100303,Claims Processing,North,High,Chat,Retail,2024-11-11,,5,27,In Progress,,AGT-182,0,
CASE-100304,Onboarding,East,Medium,Phone,SME,2023-06-10,2023-06-11 11:00:00,5,35,Closed,0.0,AGT-150,0,3.0
CASE-100305,Onboarding,Central,Low,Phone,Retail,2024-08-02,2024-08-06 11:00:00,10,107,Closed,0.0,AGT-281,0,2.0
CASE-100306,Policy Update,Central,High,Chat,SME,2024-02-02,2024-02-03 05:00:00,3,29,Closed,0.0,AGT-114,0,5.0
CASE-100307,Claims Processing,Central,Critical,Chat,Retail,2023-10-04,2023-10-09 13:00:00,10,133,Closed,0.0,AGT-175,0,4.0
CASE-100308,Policy Update,Central,High,Phone,SME,2024-05-18,2024-05-19 15:00:00,5,39,Closed,0.0,AGT-128,0,4.0
CASE-100309,Customer Support,Central,Critical,Phone,Retail,2024-01-27,2024-01-29 08:00:00,10,56,Closed,0.0,AGT-148,0,3.0
CASE-100310,Claims Processing,South,Critical,Portal,SME,2023-05-15,2023-05-16 17:00:00,7,41,Closed,0.0,AGT-164,0,3.0
CASE-100311,Claims Processing,Central,Low,Email,Corporate,2023-07-14,2023-07-15 06:00:00,3,30,Closed,0.0,AGT-131,0,4.0
CASE-100312,Onboarding,Central,Medium,Chat,Retail,2024-02-05,2024-02-07 17:00:00,10,65,Closed,0.0,AGT-224,0,4.0
CASE-100313,Customer Support,West,Medium,Portal,Retail,2024-10-01,2024-10-02 05:00:00,7,29,Closed,0.0,AGT-269,0,4.0
CASE-100314,Customer Support,South,Medium,Email,Retail,2023-02-02,2023-02-03 03:00:00,3,27,Closed,0.0,AGT-112,0,4.0
CASE-100315,Onboarding,South,Medium,Phone,Retail,2024-11-18,2024-11-19 06:00:00,3,30,Closed,0.0,AGT-137,0,4.0
CASE-100316,Claims Processing,South,Medium,Portal,Corporate,2024-04-04,2024-04-05 04:00:00,7,28,Closed,0.0,AGT-184,0,3.0
CASE-100317,Customer Support,East,Low,Portal,Retail,2024-04-14,2024-04-15 23:00:00,7,47,Closed,0.0,AGT-223,0,3.0
CASE-100318,Billing,Central,Low,Portal,Retail,2024-01-10,,7,50,In Progress,,AGT-272,0,
CASE-100319,Customer Support,West,Medium,Chat,Retail,2023-01-22,2023-01-24 08:00:00,7,56,Closed,0.0,AGT-145,0,3.0
CASE-100320,Onboarding,South,High,Phone,Retail,2024-10-31,,7,15,Pending Customer,,AGT-164,1,
CASE-100321,Customer Support,West,Low,Phone,Retail,2023-02-07,2023-02-09 05:00:00,7,53,Closed,0.0,AGT-203,1,3.0
CASE-100322,Customer Support,West,High,Email,SME,2023-08-18,,5,8,Cancelled,,AGT-198,0,
CASE-100323,Onboarding,East,Low,Chat,Corporate,2023-12-31,2024-01-02 00:00:00,5,48,Closed,0.0,AGT-266,0,5.0
CASE-100324,Onboarding,North,High,Portal,SME,2024-07-16,,10,39,Pending Customer,,AGT-292,0,
CASE-100325,Billing,East,Medium,Chat,Retail,2024-03-13,2024-03-13 19:00:00,3,19,Closed,0.0,AGT-172,0,5.0
CASE-100326,Claims Processing,North,High,Phone,SME,2023-10-10,2023-10-12 13:00:00,5,61,Closed,0.0,AGT-245,1,4.0
CASE-100327,Billing,North,Medium,Chat,SME,2023-01-27,2023-01-29 18:00:00,7,66,Closed,0.0,AGT-265,0,4.0
CASE-100328,Billing,North,Low,Portal,Retail,2023-08-14,2023-08-15 23:00:00,5,47,Closed,0.0,AGT-286,0,1.0
CASE-100329,Claims Processing,East,Low,Portal,Retail,2023-10-04,2023-10-05 16:00:00,3,40,Closed,0.0,AGT-209,0,5.0
CASE-100330,Claims Processing,East,Low,Portal,Corporate,2024-08-31,2024-08-31 12:00:00,3,12,Closed,0.0,AGT-118,0,5.0
CASE-100331,Onboarding,South,High,Email,Corporate,2023-10-11,2023-10-13 01:00:00,7,49,Closed,0.0,AGT-271,0,5.0
CASE-100332,Policy Update,Central,Medium,Portal,Retail,2024-04-25,2024-04-30 18:00:00,15,138,Closed,0.0,AGT-179,0,4.0
CASE-100333,Customer Support,South,Low,Email,Retail,2024-03-28,2024-03-29 19:00:00,5,43,Closed,0.0,AGT-240,0,4.0
CASE-100334,Billing,East,Low,Chat,Retail,2024-10-20,2024-10-21 21:00:00,5,45,Closed,0.0,AGT-181,0,4.0
CASE-100335,Onboarding,West,Medium,Portal,SME,2024-05-30,,5,9,Escalated,,AGT-198,0,
CASE-100336,Customer Support,West,Low,Phone,Retail,2024-06-30,2024-07-01 23:00:00,5,47,Closed,0.0,AGT-181,0,5.0
CASE-100337,Policy Update,South,Critical,Email,Retail,2023-07-11,2023-07-12 10:00:00,3,34,Closed,0.0,AGT-274,0,3.0
CASE-100338,Policy Update,South,High,Chat,Retail,2023-02-18,2023-02-19 02:00:00,5,26,Closed,0.0,AGT-272,1,2.0
CASE-100339,Policy Update,North,Medium,Phone,Retail,2024-05-26,2024-05-28 01:00:00,5,49,Closed,0.0,AGT-157,0,3.0
CASE-100340,Claims Processing,North,Medium,Chat,Corporate,2023-01-17,2023-01-17 16:00:00,3,16,Closed,0.0,AGT-128,0,5.0
CASE-100341,Onboarding,North,Medium,Portal,Retail,2023-06-21,2023-06-22 01:00:00,3,25,Closed,0.0,AGT-227,0,4.0
CASE-100342,Customer Support,North,Low,Phone,Retail,2023-08-08,,7,34,Pending Customer,,AGT-218,0,
CASE-100343,Claims Processing,West,Low,Email,Retail,2023-06-07,2023-06-10 12:00:00,10,84,Closed,0.0,AGT-200,1,4.0
CASE-100344,Billing,Central,Medium,Phone,SME,2024-04-21,2024-04-27 00:00:00,10,144,Closed,0.0,AGT-156,0,2.0
CASE-100345,Billing,East,Medium,Email,SME,2023-02-15,2023-02-16 13:00:00,7,37,Closed,0.0,AGT-115,0,5.0
CASE-100346,Policy Update,North,Medium,Email,Retail,2024-01-08,2024-01-09 02:00:00,3,26,Closed,0.0,AGT-262,0,1.0
CASE-100347,Claims Processing,South,Low,Portal,Retail,2024-06-01,2024-06-02 21:00:00,7,45,Closed,0.0,AGT-167,0,5.0
CASE-100348,Claims Processing,East,Low,Portal,Retail,2023-04-09,2023-04-10 03:00:00,3,27,Closed,0.0,AGT-175,0,3.0
CASE-100349,Billing,East,High,Email,SME,2023-02-06,,7,45,Pending Customer,,AGT-162,0,
CASE-100350,Policy Update,East,Low,Phone,Retail,2023-10-07,2023-10-09 08:00:00,7,56,Closed,0.0,AGT-126,0,4.0
CASE-100351,Policy Update,South,Low,Phone,Retail,2023-12-15,2023-12-18 12:00:00,7,84,Closed,0.0,AGT-254,0,3.0
CASE-100352,Customer Support,North,Medium,Chat,Retail,2024-05-11,2024-05-17 15:00:00,15,159,Closed,0.0,AGT-251,0,5.0
CASE-100353,Onboarding,Central,Low,Portal,Retail,2023-10-29,,7,11,In Progress,,AGT-132,0,
CASE-100354,Onboarding,South,Medium,Chat,Retail,2023-06-30,,7,16,Pending Customer,,AGT-244,0,
CASE-100355,Customer Support,North,High,Email,Retail,2024-08-29,2024-08-31 01:00:00,5,49,Closed,0.0,AGT-100,0,3.0
CASE-100356,Billing,Central,Critical,Email,SME,2023-04-09,2023-04-11 07:00:00,10,55,Closed,0.0,AGT-119,0,4.0
CASE-100357,Policy Update,Central,Low,Email,Retail,2024-11-30,2024-12-01 00:00:00,3,24,Closed,0.0,AGT-114,0,3.0
CASE-100358,Billing,South,Medium,Portal,Retail,2023-04-26,2023-04-29 01:00:00,10,73,Closed,0.0,AGT-109,0,4.0
CASE-100359,Billing,Central,High,Email,Retail,2023-07-10,,5,14,In Progress,,AGT-208,0,
CASE-100360,Claims Processing,West,Medium,Portal,SME,2023-09-10,2023-09-10 22:00:00,3,22,Closed,0.0,AGT-281,0,4.0
CASE-100361,Policy Update,West,Medium,Phone,Corporate,2023-06-10,2023-06-13 09:00:00,10,81,Closed,0.0,AGT-139,0,4.0
CASE-100362,Policy Update,East,Low,Phone,SME,2023-09-13,2023-09-14 02:00:00,3,26,Closed,0.0,AGT-227,0,3.0
CASE-100363,Policy Update,South,Low,Email,Retail,2023-11-19,2023-11-21 14:00:00,10,62,Closed,0.0,AGT-264,0,4.0
CASE-100364,Claims Processing,North,Medium,Chat,Retail,2023-05-08,2023-05-09 01:00:00,5,25,Closed,0.0,AGT-118,0,3.0
CASE-100365,Billing,Central,High,Email,SME,2023-01-18,,10,71,Pending Customer,,AGT-212,0,
CASE-100366,Customer Support,South,Low,Phone,Retail,2024-07-19,,7,11,In Progress,,AGT-266,0,
CASE-100367,Claims Processing,East,High,Phone,SME,2024-07-23,2024-07-25 10:00:00,7,58,Closed,0.0,AGT-153,0,5.0
CASE-100368,Billing,East,Low,Chat,Retail,2023-11-19,2023-11-19 20:00:00,5,20,Closed,0.0,AGT-269,0,3.0
CASE-100369,Onboarding,North,Low,Phone,Retail,2024-11-16,2024-11-16 14:00:00,3,14,Closed,0.0,AGT-183,0,4.0
CASE-100370,Claims Processing,East,High,Phone,Retail,2024-09-17,2024-09-20 11:00:00,10,83,Closed,0.0,AGT-250,1,5.0
CASE-100371,Customer Support,South,Medium,Email,Retail,2023-10-15,2023-10-16 07:00:00,3,31,Closed,0.0,AGT-115,0,5.0
CASE-100372,Onboarding,East,Medium,Portal,SME,2024-10-24,2024-10-26 07:00:00,5,55,Closed,0.0,AGT-264,0,3.0
CASE-100373,Claims Processing,South,Medium,Portal,Retail,2024-09-30,,7,16,Pending Customer,,AGT-169,0,
CASE-100374,Onboarding,Central,High,Email,Retail,2023-06-04,2023-06-05 17:00:00,5,41,Closed,0.0,AGT-140,0,1.0
CASE-100375,Billing,Central,Medium,Email,Retail,2024-05-04,2024-05-05 03:00:00,3,27,Closed,0.0,AGT-109,0,5.0
CASE-100376,Billing,Central,Low,Portal,Retail,2024-01-21,,3,7,In Progress,,AGT-122,1,
CASE-100377,Billing,West,Medium,Chat,Corporate,2023-04-14,2023-04-15 00:00:00,3,24,Closed,0.0,AGT-201,0,2.0
CASE-100378,Billing,East,Medium,Chat,Retail,2024-01-28,,10,14,In Progress,,AGT-242,0,
CASE-100379,Billing,North,Medium,Phone,SME,2023-09-03,2023-09-03 11:00:00,3,11,Closed,0.0,AGT-180,0,4.0
CASE-100380,Customer Support,East,Medium,Email,Retail,2023-06-25,,15,37,In Progress,,AGT-146,0,
CASE-100381,Customer Support,North,High,Portal,Retail,2023-02-08,2023-02-08 19:00:00,3,19,Closed,0.0,AGT-199,0,2.0
CASE-100382,Policy Update,West,High,Chat,SME,2024-04-21,2024-04-22 00:00:00,3,24,Closed,0.0,AGT-145,1,5.0
CASE-100383,Claims Processing,West,Medium,Chat,Retail,2024-11-12,2024-11-13 03:00:00,5,27,Closed,0.0,AGT-266,1,5.0
CASE-100384,Customer Support,South,Medium,Email,Corporate,2024-06-21,2024-06-21 12:00:00,3,12,Closed,0.0,AGT-178,0,3.0
CASE-100385,Onboarding,West,High,Email,Retail,2024-02-12,2024-02-13 20:00:00,7,44,Closed,0.0,AGT-180,0,5.0
CASE-100386,Customer Support,Central,Low,Phone,SME,2024-06-08,2024-06-12 23:00:00,10,119,Closed,0.0,AGT-229,0,4.0
CASE-100387,Onboarding,South,Low,Email,Retail,2024-05-20,2024-05-20 16:00:00,3,16,Closed,0.0,AGT-229,0,4.0
CASE-100388,Billing,East,High,Email,Retail,2023-02-05,2023-02-07 02:00:00,7,50,Closed,0.0,AGT-103,0,4.0
CASE-100389,Claims Processing,South,Low,Phone,SME,2024-11-15,2024-11-17 15:00:00,5,63,Closed,0.0,AGT-173,0,4.0
CASE-100390,Claims Processing,West,Critical,Email,Retail,2023-01-20,,3,17,Pending Customer,,AGT-161,0,
CASE-100391,Billing,Central,Low,Chat,Retail,2023-11-17,2023-11-18 10:00:00,3,34,Closed,0.0,AGT-157,0,3.0
CASE-100392,Policy Update,West,High,Phone,SME,2024-05-26,2024-05-28 15:00:00,10,63,Closed,0.0,AGT-199,0,3.0
CASE-100393,Policy Update,East,Low,Chat,SME,2024-02-04,2024-02-05 11:00:00,3,35,Closed,0.0,AGT-227,0,3.0
CASE-100394,Onboarding,Central,Low,Email,SME,2024-10-15,2024-10-17 09:00:00,10,57,Closed,0.0,AGT-103,0,5.0
CASE-100395,Claims Processing,South,Low,Email,Retail,2024-04-15,2024-04-15 16:00:00,5,16,Closed,0.0,AGT-169,1,3.0
CASE-100396,Customer Support,West,Critical,Email,SME,2023-05-23,2023-05-23 20:00:00,3,20,Closed,0.0,AGT-250,0,4.0
CASE-100397,Policy Update,West,Medium,Email,Retail,2023-04-02,2023-04-03 17:00:00,5,41,Closed,0.0,AGT-268,0,5.0
CASE-100398,Customer Support,North,Low,Chat,Retail,2023-12-20,2023-12-23 05:00:00,10,77,Closed,0.0,AGT-187,0,4.0
CASE-100399,Policy Update,Central,Low,Email,SME,2024-12-27,2024-12-27 20:00:00,7,20,Closed,0.0,AGT-234,0,4.0
CASE-100400,Onboarding,North,Low,Chat,Corporate,2023-02-20,2023-02-20 21:00:00,5,21,Closed,0.0,AGT-242,0,4.0
CASE-100401,Claims Processing,West,Low,Portal,SME,2024-10-26,2024-10-28 14:00:00,10,62,Closed,0.0,AGT-210,0,3.0
CASE-100402,Customer Support,North,High,Phone,Retail,2024-11-28,,3,9,Pending Customer,,AGT-213,0,
CASE-100403,Onboarding,East,Medium,Email,SME,2024-07-28,2024-07-30 23:00:00,10,71,Closed,0.0,AGT-106,0,5.0
CASE-100404,Customer Support,West,Medium,Phone,SME,2023-07-09,2023-07-11 05:00:00,10,53,Closed,0.0,AGT-108,0,5.0
CASE-100405,Claims Processing,East,Medium,Email,Corporate,2023-05-05,2023-05-07 04:00:00,7,52,Closed,0.0,AGT-214,0,3.0
CASE-100406,Onboarding,North,Medium,Portal,Retail,2023-05-30,2023-06-03 09:00:00,10,105,Closed,0.0,AGT-218,0,5.0
CASE-100407,Claims Processing,East,Low,Phone,SME,2023-11-10,2023-11-11 20:00:00,5,44,Closed,0.0,AGT-158,0,5.0
CASE-100408,Claims Processing,West,Low,Email,Retail,2024-07-23,2024-07-26 10:00:00,7,82,Closed,0.0,AGT-255,0,5.0
CASE-100409,Billing,West,Medium,Phone,SME,2023-12-08,,5,39,Pending Customer,,AGT-230,0,
CASE-100410,Claims Processing,South,Low,Chat,SME,2023-11-01,2023-11-03 05:00:00,5,53,Closed,0.0,AGT-213,0,2.0
CASE-100411,Policy Update,North,Critical,Chat,Retail,2024-11-22,2024-11-23 18:00:00,5,42,Closed,0.0,AGT-263,0,2.0
CASE-100412,Policy Update,South,Low,Chat,Corporate,2024-11-12,2024-11-13 20:00:00,5,44,Closed,0.0,AGT-159,0,5.0
